nr_2012,latid_noiseUL,longit_noiseUL,latid_noiseUM2,longit_noiseUM2
656,49.90891,34.72194,49.95723,34.69524
657,49.86611,34.73332,49.98925,34.63928
658,49.93903,34.70883,49.87371,34.66938
659,49.90525,34.78032,49.85423,34.78425
660,49.8983,34.69164,49.9147,34.7089
661,49.10935,33.7532,49.13561,33.67455
662,49.21726,33.67323,49.24794,33.74348
663,49.16128,33.7639,49.1758,33.77108
664,49.16103,33.83334,49.11669,33.75425
665,49.17824,33.80373,49.13064,33.77305
666,49.20701,33.68161,49.19038,33.74743
667,49.13832,33.75113,49.10703,33.73596
668,49.22145,33.78246,49.13363,33.7326
669,49.07637,33.68943,49.25616,33.62666
670,49.20307,33.69679,49.18384,33.66971
671,49.13653,33.71106,49.17006,33.70459
672,49.83244,33.28973,49.73851,33.2579
673,49.70636,33.23457,49.77599,33.21189
674,49.77662,33.26717,49.70891,33.18205
675,49.82176,33.17198,49.86197,33.23648
676,49.7648,33.27494,49.753,33.15172
677,49.78504,33.19793,49.76542,33.26988
678,49.76239,33.28919,49.76177,33.21468
679,49.7298,33.28113,49.72181,33.253
680,49.83168,33.21319,49.75198,33.29099
681,49.75926,33.27243,49.81573,33.28784
682,49.85473,33.21515,49.77673,33.22869
683,49.79385,33.28049,49.82927,33.35336
684,49.7864,33.26276,49.81391,33.26981
685,49.07175,33.39185,49.12265,33.34417
686,49.07865,33.46235,49.01442,33.38429
687,49.10135,33.49469,49.09182,33.46884
688,49.15394,33.37513,48.99783,33.40761
689,49.03462,33.43461,49.09723,33.42034
690,49.03461,33.34118,49.05794,33.51206
691,49.11581,33.41131,49.11291,33.4162
692,49.08328,33.40706,49.06337,33.47176
693,49.1354,33.41796,49.01317,33.48954
694,49.11002,33.42749,49.09787,33.42419
695,49.08434,33.4073,49.08952,33.43017
696,50.71613,25.30426,50.82084,25.32377
697,50.65929,25.38129,50.76856,25.27703
698,50.74683,25.38772,50.73918,25.3395
699,50.72713,25.2828,50.74834,25.32604
700,50.70066,25.34683,50.64338,25.28833
701,50.7829,25.27318,50.71011,25.33432
702,50.81365,25.30517,50.70718,25.31446
703,50.71981,25.26821,50.74475,25.34726
704,50.77383,25.33075,50.74954,25.26473
705,50.77732,25.34103,50.75461,25.49611
706,50.76398,25.30059,50.71824,25.32547
707,50.73246,25.33385,50.76656,25.30819
708,50.78816,25.34057,50.72357,25.40339
709,50.74216,25.39955,50.78725,25.49969
710,50.7643,25.34048,50.8624,25.37925
711,50.79799,25.39062,50.74276,25.41787
712,50.748,25.38748,50.80342,25.43295
713,50.74905,25.37186,50.76777,25.37718
714,50.80858,25.38307,50.76889,25.43393
715,50.76794,25.35645,50.77654,25.45387
716,50.73844,25.40991,50.69057,25.3967
717,50.83767,25.37905,50.77973,25.30865
718,51.05699,25.36739,50.97136,25.37552
719,50.98763,25.38818,51.04662,25.33487
720,51.08548,25.37445,51.08191,25.45986
721,51.07598,25.40393,51.00343,25.42665
722,51.07446,25.42613,51.02192,25.42505
723,50.99752,25.33307,51.10709,25.44293
724,51.01445,25.37187,51.02575,25.41175
725,51.16877,25.41643,50.93656,25.41383
726,51.01457,25.39313,51.08563,25.31802
727,51.2288,24.65545,51.28532,24.80152
728,51.21432,24.73747,51.24033,24.72823
729,51.28017,24.61842,51.25955,24.73807
730,51.2809,24.75945,51.21103,24.72323
731,51.23713,24.69234,51.21314,24.81301
732,51.28307,24.70648,51.23645,24.65219
733,51.25924,24.74541,51.19569,24.7107
734,51.31381,24.69492,51.26936,24.73915
735,46.41826,30.66856,46.44324,30.64706
736,46.51468,30.65737,46.41095,30.77167
737,46.4882,30.68935,46.40773,30.80145
738,46.48959,30.66382,46.43734,30.63538
739,46.42874,30.77816,46.41441,30.61912
740,46.51146,30.67693,46.48289,30.69288
742,46.33113,30.68787,46.47902,30.7221
743,46.46268,30.77237,46.48436,30.75369
744,46.44767,30.71445,46.44291,30.68199
745,46.48468,30.73828,46.4114,30.70027
746,46.34368,30.67492,46.45101,30.75397
747,46.48393,30.72739,46.36931,30.68568
748,46.45112,30.7117,46.47789,30.67693
749,46.49482,30.74969,46.44434,30.82489
750,46.55348,30.73501,46.44854,30.64953
751,46.40317,30.744,46.53798,30.64062
752,46.54528,30.76022,46.44164,30.70043
753,46.48369,30.69778,46.42922,30.64005
754,46.52465,30.71679,46.47217,30.69503
755,46.4664,30.79957,46.39703,30.69063
756,46.5078,30.75161,46.46264,30.66337
757,46.43696,30.79648,46.45885,30.67452
758,46.46386,30.73281,46.52097,30.79258
759,46.47215,30.65976,46.45092,30.6714
760,46.45885,30.65355,46.3845,30.73182
761,46.48753,30.73196,46.47051,30.66168
762,46.37187,30.72556,46.38876,30.63264
763,46.54203,30.64587,46.50432,30.77804
764,46.43744,30.71288,46.44736,30.73086
765,46.50136,30.70451,46.42043,30.76453
766,46.43256,30.70625,46.4642,30.77022
767,46.54484,30.8271,46.61199,30.85585
768,46.60175,30.86687,46.63504,30.94295
769,46.61117,30.86193,46.4103,30.82207
770,46.61979,30.8686,46.58321,30.74157
771,46.60076,30.84362,46.63423,30.89297
772,46.51672,30.82534,46.53222,30.84231
773,46.56242,30.89752,46.55098,30.97398
774,46.59283,30.83718,46.60482,30.89511
775,46.57823,30.88116,46.51188,30.83778
776,46.56559,30.89503,46.57578,30.82347
777,46.52349,30.85979,46.5214,30.87799
778,46.55547,30.87467,46.59114,30.7149
779,46.59583,30.83042,46.55866,30.83798
780,46.55878,30.86323,46.61609,30.86324
781,46.59363,30.84145,46.56687,30.88412
782,46.18597,30.33025,46.16874,30.27232
783,46.16292,30.30329,46.15859,30.35925
784,46.07524,30.3622,46.22107,30.29341
785,46.12046,30.37107,46.13852,30.37241
786,46.20321,30.31023,46.14697,30.37243
787,46.17638,30.2525,46.2028,30.2866
788,46.15342,30.28159,46.19799,30.30481
790,46.20704,30.34969,46.1752,30.36409
791,46.12039,30.27439,46.09619,30.30104
792,46.11709,30.31707,46.22598,30.24723
793,46.18594,30.29253,46.07661,30.25136
794,46.19946,30.23338,46.05964,30.24132
795,46.17072,30.32398,46.20352,30.35243
796,46.15929,30.37424,46.1892,30.27403
797,45.3281,28.95164,45.3397,28.90612
798,45.33588,28.82439,45.31868,28.79508
799,45.43551,28.81664,45.26163,28.82258
800,45.40191,28.92096,45.37564,28.89679
801,45.29697,28.84759,45.42069,28.8378
802,45.43169,28.8665,45.43087,28.84921
803,45.32185,28.78926,45.37975,28.84569
804,45.34715,28.83198,45.31383,28.80938
805,45.31767,28.85404,45.29496,28.83305
806,45.4092,28.79411,45.38765,28.91358
807,45.29247,28.85777,45.33712,28.8912
808,46.49677,30.25985,46.52513,30.16949
809,46.47707,30.18581,46.42329,30.17962
810,46.51331,30.15117,46.45579,30.21543
811,46.52744,30.16456,46.48705,30.09245
812,46.43827,30.22905,46.41006,30.23605
813,46.50245,30.23772,46.46134,30.22567
814,46.48834,30.25343,46.39376,30.24205
815,46.48228,30.22809,46.42062,30.27345
816,46.4988,30.19175,46.4678,30.24395
817,46.54466,30.18088,46.4627,30.23089
818,46.52364,30.24274,46.56333,30.15522
819,46.44471,30.16199,46.49231,30.22828
820,46.51627,30.22441,46.4902,30.20016
821,49.61281,25.62004,49.55078,25.52074
822,49.58139,25.59801,49.51558,25.66491
823,49.48492,25.62501,49.53822,25.53284
824,49.36962,25.59756,49.61605,25.57116
825,49.5669,25.64482,49.5537,25.59884
826,49.59595,25.59157,49.55277,25.58775
827,49.52359,25.60135,49.44783,25.59042
828,49.47871,25.56568,49.54875,25.62976
829,49.43063,25.64396,49.46213,25.61592
830,49.50611,25.63234,49.54672,25.61856
831,49.5012,25.60146,49.5131,25.63538
832,49.50407,25.61375,49.5185,25.65864
833,49.44316,25.63507,49.53786,25.66112
834,49.45913,25.61799,49.52523,25.6356
835,49.53277,25.61126,49.54035,25.68077
836,49.47914,25.65056,49.49667,25.58503
837,49.46886,25.6116,49.56894,25.70614
838,49.563,25.69461,49.56145,25.73134
839,48.8465,25.75549,48.86484,25.72556
840,48.78685,25.78205,48.91426,25.71426
841,48.85715,25.71089,48.91556,25.70073
842,48.82377,25.71541,48.86243,25.70579
843,48.79351,25.75938,48.85475,25.71051
844,48.82248,25.71453,48.99908,25.72829
845,49.6419,25.73288,49.58667,25.75453
846,49.73381,25.76489,49.54024,25.73691
847,49.59029,25.68373,49.52775,25.75532
848,49.67038,25.678,49.72929,25.75754
849,49.59586,25.69416,49.61472,25.72088
850,49.63349,25.76272,49.61312,25.77459
851,49.58827,25.75005,49.57154,25.71063
852,49.59472,25.70403,49.72092,25.66631
853,49.62534,25.6647,49.63501,25.80751
854,49.60116,25.72791,49.70487,25.68873
855,49.33784,25.63218,49.35954,25.65905
856,49.29297,25.74877,49.33659,25.73781
857,49.34461,25.68752,49.33443,25.63236
858,49.34027,25.69958,49.27545,25.65206
859,49.35378,25.6924,49.36492,25.72567
860,49.39956,25.72803,49.3595,25.73735
861,49.35048,25.70775,49.34417,25.68161
862,49.33598,25.75566,49.26754,25.66366
863,46.46354,30.72488,46.428,30.67137
864,46.47167,30.68663,46.38628,30.68672
865,46.44503,30.67995,46.35623,30.74681
866,46.54151,30.73584,46.5111,30.66495
867,46.44262,30.67782,46.47982,30.67169
868,46.40975,30.70362,46.43276,30.75323
869,46.49337,30.6447,46.41909,30.77662
870,46.39143,30.63438,46.43748,30.66078
871,48.55124,32.1709,48.50223,32.17162
872,48.551,32.24321,48.48556,32.11007
873,48.5461,32.16845,48.52718,32.27153
874,48.53274,32.24925,48.51681,32.18275
875,48.45575,32.31412,48.53364,32.24215
876,48.57249,32.21072,48.50998,32.37552
877,48.56479,32.27014,48.54921,32.18975
878,48.52631,32.18734,48.49697,32.24734
879,48.57861,32.13774,48.46766,32.1867
880,48.5155,32.2249,48.43737,32.25877
881,48.54092,32.20052,48.51645,32.1999
882,48.55622,32.24407,48.50207,32.1564
883,48.42293,32.22034,48.55822,32.24725
884,48.09721,32.74678,48.07363,32.91703
885,48.02331,32.78138,48.14812,32.82537
886,48.14082,32.73897,48.12197,32.78224
887,48.13029,32.76255,48.01166,32.72505
888,48.10569,32.79085,48.15917,32.64087
889,48.12073,32.659,48.02599,32.79128
890,48.02847,32.75681,48.05551,32.84833
891,48.10075,32.74897,48.13145,32.6681
892,48.07032,32.76263,48.05333,32.78902
893,48.09548,32.71682,48.0162,32.76878
894,48.13565,32.7726,48.10647,32.75592
895,48.07481,32.86293,48.1521,32.77712
896,48.55074,32.38115,48.40477,32.43245
897,48.50008,32.40372,48.479,32.34523
898,48.51696,32.33941,48.451,32.42787
899,48.53255,32.40243,48.51854,32.49823
900,48.49985,32.41946,48.5508,32.40809
901,48.53485,32.51881,48.49309,32.35582
902,48.49345,32.43913,48.49382,32.48452
903,48.31663,31.15029,48.40707,31.07977
904,48.35444,31.17184,48.36676,31.25805
905,48.43716,31.09994,48.27181,31.11812
906,48.33737,31.17063,48.4242,31.10913
907,48.31106,31.16536,48.37442,31.21125
908,48.40624,31.16619,48.34265,31.19678
909,48.3379,31.18757,48.41658,31.15121
910,48.33393,31.18489,48.38833,31.15251
911,44.72754,33.90344,44.69378,33.87348
912,44.80261,33.91693,44.68132,33.83312
913,44.74804,33.86094,44.67974,33.85059
914,44.8249,33.77277,44.80482,33.8629
915,44.75664,33.82001,44.67458,33.90968
916,44.79475,33.86477,44.7507,33.77531
917,44.70441,33.8935,44.79583,33.85838
918,44.76083,33.91454,44.75163,33.87724
919,44.69746,33.86877,44.76427,33.86926
920,44.71907,33.88124,44.77151,33.86493
921,44.71779,33.84459,44.75278,33.84755
922,44.78738,33.83295,44.71593,33.81583
923,44.74717,33.90935,44.8072,33.76674
924,44.74948,33.51122,44.69953,33.51936
925,44.7824,33.5354,44.83539,33.52158
926,44.76531,33.4813,44.79758,33.4796
927,44.72434,33.55615,44.7187,33.44207
928,44.73919,33.52781,44.71292,33.60506
929,44.81865,33.51789,44.78679,33.58006
930,44.76425,33.50569,44.82204,33.43331
931,44.76152,33.5315,44.69118,33.44725
932,44.76692,33.53158,44.75557,33.53513
933,44.83935,33.47146,44.75999,33.49926
934,44.78059,33.5242,44.65215,33.45032
935,44.78322,33.55875,44.75829,33.46981
936,44.7382,33.44095,44.76968,33.56854
937,44.74454,33.50569,44.79739,33.43579
938,45.12653,34.22261,44.98835,34.253
939,45.08025,34.2812,45.077,34.2355
940,45.07394,34.23211,45.14549,34.1555
941,45.12482,34.15576,45.1163,34.1446
942,45.07345,34.18917,45.03037,34.20668
943,45.09119,34.14399,45.01896,34.20883
944,45.02008,34.21065,45.0029,34.16269
945,45.08072,34.19837,45.1165,34.22555
946,45.07125,34.16091,45.0431,34.25783
947,45.10501,34.18674,44.99532,34.17501
948,45.11073,34.21271,45.11877,34.12786
949,45.07776,34.17159,45.03151,34.21399
950,45.088,34.1653,44.96891,34.16767
951,45.30159,33.36803,45.24252,33.37838
952,45.21476,33.36421,45.20482,33.48672
953,45.21987,33.35755,45.26675,33.37323
954,45.24965,33.29448,45.30433,33.40432
955,45.25437,33.3711,45.27757,33.33409
956,45.2402,33.33372,45.26896,33.35321
957,45.26695,33.38328,45.32553,33.40629
958,45.25611,33.35096,45.20484,33.36733
959,45.23585,33.31902,45.27447,33.27803
960,45.24063,33.35842,45.25288,33.30302
961,45.22328,33.35102,45.29612,33.38688
962,45.22501,33.26266,45.25177,33.34304
963,45.21041,33.34147,45.28957,33.41747
964,45.21978,33.29142,45.29071,33.39479
965,45.23495,33.28369,45.2774,33.40686
966,45.47112,34.70088,45.44478,34.63226
967,45.32319,34.74259,45.40407,34.74397
968,45.41281,34.67106,45.35741,34.73571
969,45.41032,34.65833,45.49842,34.74736
970,45.42861,34.6132,45.3457,34.64583
971,45.48901,34.74375,45.43859,34.70082
972,45.41458,34.69299,45.37131,34.70904
973,45.43168,34.6778,45.44292,34.67778
974,45.4709,32.90473,45.51654,32.87156
975,45.47565,32.95763,45.53797,33.04403
976,45.50103,33.00604,45.4822,32.9511
977,45.48146,32.82334,45.50976,32.95433
978,45.46426,32.97606,45.54766,32.93563
979,45.41249,32.88542,45.35934,32.95282
980,45.53518,32.94106,45.44441,32.97924
981,45.52407,32.98013,45.46307,32.86555
982,45.4767,33.00639,45.42981,32.86297
983,45.55893,32.94145,45.50496,33.04013
984,44.68107,33.68698,44.63646,33.7072
985,44.7532,33.60956,44.62445,33.68628
986,44.63663,33.72577,44.69494,33.68594
987,44.66756,33.73689,44.71337,33.69296
988,44.72159,33.71852,44.65548,33.63804
989,44.66505,33.70222,44.71589,33.69492
990,44.65429,33.70456,44.66334,33.74461
991,44.66998,33.69427,44.73879,33.67894
992,44.62778,33.72158,44.6825,33.74394
993,44.72371,33.69584,44.66944,33.65943
994,45.56155,34.94983,45.62858,34.85923
995,45.56956,34.94513,45.60464,34.86036
996,45.56593,34.97743,45.60524,34.90734
997,45.55896,34.94439,45.56697,34.96034
998,45.54347,34.88252,45.54632,34.93976
999,45.59052,34.9028,45.52943,34.88593
1000,45.56297,34.94278,45.48046,34.91668
1001,45.56633,34.86574,45.54001,34.90172
1002,45.50026,34.90103,45.60892,35.03313
1003,45.62872,34.9603,45.54418,34.89638
1004,50.60703,26.24186,50.5847,26.28719
1005,50.61097,26.18946,50.59084,26.32222
1006,50.64303,26.28734,50.62251,26.26619
1007,50.53125,26.28594,50.57574,26.29499
1008,50.6691,26.24375,50.6171,26.33248
1009,50.57445,26.2258,50.60984,26.24054
1010,50.56005,26.18031,50.62325,26.18539
1011,50.58113,26.30327,50.6979,26.27366
1012,50.56778,26.16373,50.59256,26.11471
1013,50.66278,26.2573,50.57488,26.21349
1014,50.97271,26.72104,50.90882,26.71821
1015,50.97619,26.83324,50.98096,26.76583
1016,51.00689,26.77896,50.96321,26.77995
1017,50.91339,26.6755,51.0284,26.60797
1018,50.91368,26.73524,50.98991,26.80448
1019,51.02163,26.74144,51.03593,26.73583
1020,51.00633,26.65798,51.03564,26.72928
1021,51.01487,26.77929,51.02311,26.70362
1022,50.95433,26.80057,50.92239,26.83141
1023,50.98345,26.78996,50.95334,26.82129
1024,51.05962,26.77716,51.00504,26.66225
1025,50.45592,26.32005,50.50323,26.25123
1026,50.52369,26.242,50.4482,26.22013
1027,50.53092,26.3152,50.45694,26.28657
1028,50.48768,26.24125,50.51392,26.26963
1029,50.4554,26.32892,50.46212,26.15838
1030,50.44666,26.29858,50.56892,26.25373
1031,50.5416,26.25844,50.39569,26.32903
1032,50.47203,26.25612,50.43824,26.23178
1033,50.47157,26.26971,50.53582,26.31006
1034,50.53145,26.26754,50.57935,26.17435
1035,50.49386,26.27979,50.59597,26.2764
1036,50.31487,26.57849,50.28288,26.4801
1037,50.3744,26.64737,50.3791,26.62571
1038,50.33205,26.58292,50.26174,26.59208
1039,50.28502,26.57357,50.34747,26.57079
1040,50.39895,26.59122,50.28697,26.66404
1041,50.32907,26.5808,50.34704,26.5766
1042,50.40499,26.58051,50.33661,26.66592
1043,50.40772,26.59317,50.46009,26.58271
1044,50.35711,26.5734,50.48226,26.60196
1045,50.3765,26.57106,50.33864,26.60492
1046,50.31078,26.51692,50.35738,26.5549
1047,50.00498,36.30537,50.04735,36.25859
1048,50.00431,36.32244,50.064,36.27522
1049,50.01274,36.32678,49.96739,36.23388
1050,50.04581,36.3467,49.92491,36.3105
1051,49.96228,36.33666,49.96821,36.27336
1052,49.94347,36.26189,49.97913,36.31283
1053,49.9934,36.32635,49.99865,36.32991
1054,50.03089,36.30757,49.98845,36.24771
1055,49.9957,36.22641,49.95662,36.28767
1056,49.97297,36.3507,49.99945,36.31287
1057,50.02275,36.23643,50.03693,36.34949
1058,49.93018,36.33839,49.99849,36.27981
1059,49.98533,36.29251,49.91834,36.13694
1060,49.91809,36.28856,50.02421,36.28916
1061,49.98122,36.38177,50.01645,36.29049
1062,49.97435,36.3526,49.97606,36.25137
1063,49.73414,36.40819,49.67973,36.47244
1064,49.70921,36.34077,49.63716,36.43961
1065,49.74805,36.38457,49.8311,36.28785
1066,49.73433,36.36518,49.6553,36.28279
1067,49.70604,36.37495,49.77673,36.42735
1068,49.71278,36.47993,49.72011,36.36109
1069,49.70191,36.3601,49.73944,36.49948
1070,49.70587,36.41039,49.72406,36.25684
1071,49.67939,36.35339,49.72875,36.26613
1072,49.651,36.35644,49.6724,36.33494
1073,49.76914,36.37361,49.70851,36.44654
1074,49.99162,36.37839,50.02259,36.32734
1075,50.03513,36.31403,50.02881,36.28243
1076,50.02901,36.24842,49.90547,36.21439
1077,49.98102,36.31997,49.92658,36.3179
1078,50.11073,36.29003,49.97189,36.32602
1079,49.93829,36.28072,50.00696,36.29342
1080,49.9903,36.19747,50.01383,36.27506
1081,50.01266,36.20356,50.01005,36.20266
1082,50.06451,36.27907,50.00821,36.31657
1083,50.00469,36.23636,49.98428,36.25957
1084,49.96162,36.26222,50.033,36.31317
1085,49.9811,36.24479,49.95371,36.23708
1086,50.00291,36.25647,50.0304,36.26565
1087,49.95787,36.25807,49.97123,36.20484
1088,49.99918,36.28787,49.94784,36.28221
1089,50.03246,36.36481,50.00936,36.33936
1090,49.99702,36.29684,49.99666,36.33134
1091,49.98621,36.36821,49.98684,36.26226
1092,50.01693,36.27187,50.00115,36.36499
1093,49.93776,36.26676,50.00159,36.29694
1094,49.99791,36.29609,50.01044,36.30029
1095,50.01184,36.26065,49.98307,36.34955
1096,49.97004,36.34968,50.0022,36.29591
1097,50.01647,36.31076,50.01791,36.248
1098,50.01461,36.25005,50.05659,36.33609
1099,50.03824,36.42174,49.9488,36.41408
1100,50.0278,36.2911,50.05207,36.34758
1102,49.94387,36.27225,49.97783,36.19543
1103,49.92548,36.26814,49.98992,36.1695
1104,49.95277,36.29019,49.95143,36.31281
1105,50.02708,36.29053,50.03651,36.24374
1106,49.95316,36.236,50.01574,36.2304
1107,50.07002,36.27415,50.05164,36.2592
1108,49.9323,36.28559,49.99998,36.3499
1109,50.04229,36.28071,50.06788,36.30552
1110,49.99075,36.28125,49.9931,36.26159
1111,50.05223,36.30709,49.95472,36.24132
1112,49.94445,36.22065,50.05033,36.35518
1113,50.0537,36.27953,49.92025,36.31326
1114,50.03276,36.26281,49.98628,36.26887
1115,50.01817,36.252,49.96848,36.33552
1116,49.48801,36.86655,49.41286,36.90686
1117,49.4928,36.83445,49.46574,36.93202
1118,49.46644,36.88849,49.40641,36.91584
1119,49.49059,36.91531,49.42495,36.81538
1120,49.47456,36.85206,49.48517,36.89322
1121,49.40496,36.9278,49.52746,36.87715
1122,49.44802,36.86996,49.4356,36.77532
1123,49.4221,36.96008,49.41137,36.94343
1124,49.4876,36.81923,49.55412,36.84156
1125,49.45967,36.83589,49.46448,36.85179
1126,49.49352,36.82082,49.51297,36.8952
1127,49.46359,36.86775,49.33875,36.89479
1128,49.47408,36.92702,49.4267,36.83026
1129,49.39679,36.89227,49.4483,36.78562
1130,50.31664,35.94265,50.28207,36.02348
1131,50.29897,35.99436,50.29015,36.01746
1132,50.29132,35.95838,50.29282,35.89631
1133,50.27029,36.05097,50.27265,36.04666
1134,50.2542,35.92873,50.21189,35.90116
1135,50.27941,36.03815,50.2781,35.97424
1136,50.25984,35.974,50.25771,36.03111
1137,50.24286,36.02985,50.31716,35.93032
1138,50.25664,35.96665,50.28643,35.98955
1139,50.3472,35.91893,50.24671,35.94197
1140,50.25791,35.99522,50.31936,36.02492
1141,50.29356,36.00808,50.2188,35.94416
1142,50.28923,35.94051,50.36698,35.88617
1143,50.22057,35.95539,50.24613,35.88892
1144,50.37907,35.98404,50.35522,35.92427
1145,50.25146,35.96283,50.31744,35.92897
1146,50.26026,35.8765,50.32193,35.99485
1147,50.29415,35.96477,50.34396,36.00528
1148,49.87196,36.59061,49.9518,36.54785
1149,49.8645,36.62497,49.85879,36.49252
1150,49.92516,36.62384,49.87513,36.52417
1151,49.90467,36.54818,49.82426,36.60771
1152,49.83812,36.66959,49.90686,36.63532
1153,49.93508,36.58591,49.91348,36.51612
1154,49.87427,36.66593,49.92673,36.59496
1155,49.91382,36.59048,49.8822,36.57273
1156,49.86924,36.65935,49.92832,36.55357
1157,49.97404,36.62013,49.88425,36.61271
1158,49.93362,36.62188,49.88869,36.56205
1159,48.87675,24.63361,48.87063,24.69666
1160,48.80264,24.69221,48.87133,24.62691
1161,48.83057,24.58666,48.82979,24.62846
1162,48.86168,24.63376,48.79375,24.57923
1163,48.89528,24.64336,48.8328,24.71267
1164,48.84882,24.69489,48.80165,24.65137
1165,48.90699,24.70841,48.88836,24.69667
1166,48.84992,24.64283,48.81693,24.62122
1167,48.79731,24.60446,48.79867,24.63787
1168,48.73188,24.68325,48.80586,24.62526
1169,48.90603,24.68666,48.88333,24.75617
1170,48.95582,24.75875,48.93485,24.73012
1171,48.95666,24.70381,48.94536,24.74313
1172,48.90218,24.77087,48.88257,24.68127
1173,48.92099,24.7234,48.88824,24.73068
1174,48.84941,24.71469,48.88045,24.76666
1175,48.92926,24.73754,48.91058,24.71334
1176,48.91637,24.68487,48.84811,24.66507
1177,48.93135,24.70419,48.94529,24.64158
1178,48.53569,24.527,48.46392,24.55409
1179,48.56407,24.58399,48.48553,24.64027
1180,48.5255,24.5661,48.46718,24.63658
1181,48.49123,24.57872,48.56334,24.52316
1182,48.49262,24.56482,48.61416,24.61363
1183,48.5633,24.59192,48.43745,24.58245
1184,48.55765,24.61262,48.52948,24.58429
1185,48.61553,24.59069,48.56235,24.65831
1186,48.97414,24.32544,49.02019,24.3575
1187,49.0727,24.39148,48.99923,24.34805
1188,48.97531,24.39937,49.1109,24.36709
1189,48.99328,24.29676,48.90978,24.36367
1190,49.06813,24.32434,49.04146,24.38036
1191,49.19043,24.36556,49.03335,24.3972
1192,49.07274,24.39018,49.03841,24.37043
1193,48.29556,24.87463,48.32203,24.87708
1194,48.31733,24.78115,48.25194,24.80597
1195,48.30096,24.82493,48.31701,24.93735
1196,48.28758,24.8348,48.33233,24.79843
1197,48.32008,24.84203,48.38372,24.79788
1198,48.30514,24.79321,48.27716,24.88955
1199,48.34624,24.86453,48.30275,24.77534
1200,48.40326,24.75277,48.32703,24.90811
1201,48.30837,24.81317,48.25521,24.89979
1202,48.77921,24.44205,48.83375,24.54908
1203,48.87729,24.44835,48.78331,24.50712
1204,48.85945,24.48954,48.7717,24.42868
1205,48.86835,24.46777,48.71879,24.55173
1206,48.84732,24.51433,48.78279,24.45785
1207,48.77688,24.47128,48.88253,24.56242
1208,48.8755,24.47373,48.81167,24.43219
1209,48.80622,24.48008,48.85543,24.47382
1210,48.8451,24.47009,48.83977,24.49677
1211,48.89584,24.50374,48.82132,24.35389
1212,49.80156,24.02973,49.79514,24.18612
1213,49.8138,24.11133,49.7265,23.97302
1214,49.81446,23.99417,49.88514,24.02157
1215,49.78911,24.04096,49.87546,24.03471
1216,49.84396,23.99127,49.86338,24.07321
1217,49.86705,23.96885,49.80707,24.00387
1218,49.85337,24.02085,49.83463,24.12004
1219,49.82595,23.93218,49.85325,23.9742
1220,49.86772,23.99522,49.79432,24.03166
1221,49.83915,24.01489,49.83669,24.05765
1222,49.83525,24.01409,49.81033,24.0288
1223,49.81473,23.98827,49.8585,24.07773
1224,49.85399,23.99139,49.81107,23.93424
1225,49.83627,24.05591,49.82851,24.04435
1226,49.85593,24.07573,49.80222,23.95199
1227,49.84032,23.98814,49.86916,24.0552
1228,49.79823,24.02422,49.80597,24.01178
1229,49.8356,23.975,49.84262,24.02401
1230,49.86134,24.0037,49.85352,23.98812
1231,49.83873,24.04366,49.79524,24.03094
1232,49.88146,24.03077,49.90191,24.00219
1233,49.75339,24.03345,49.85163,23.959
1234,49.80571,23.98873,49.80936,24.0714
1235,49.88198,24.05345,49.83914,24.04877
1236,49.81962,24.04597,49.82645,24.01225
1237,49.78957,24.00438,49.78561,24.02726
1238,49.79664,23.97885,49.85012,24.10961
1239,49.97292,24.03695,49.8912,24.00957
1240,49.3485,23.87227,49.24507,23.78325
1241,49.28775,23.77324,49.25534,23.86623
1242,49.2822,23.87642,49.20173,23.86091
1243,49.26365,23.86289,49.3043,23.83205
1244,49.22697,23.82481,49.31192,23.87087
1245,49.29624,23.89387,49.16571,23.8546
1246,49.20634,23.81238,49.22853,23.83693
1247,49.23095,23.87294,49.22047,23.96486
1248,49.23977,23.84859,49.2692,23.8849
1249,49.22675,23.85221,49.20224,23.88053
1250,49.25057,23.85325,49.25374,23.76894
1251,49.34617,23.85565,49.36919,23.83746
1252,49.21107,23.87847,49.27153,23.83538
1253,49.27012,23.86014,49.32393,23.77005
1254,49.27668,23.7883,49.26951,23.86213
1255,49.25309,23.86812,49.22917,23.80936
1256,49.21797,23.86857,49.29741,23.89369
1257,49.01425,23.22574,48.92561,23.23579
1258,48.98793,23.07372,48.90927,23.20502
1259,48.87942,23.15941,48.96997,23.12201
1260,48.94667,23.11781,48.98504,23.13398
1261,48.92354,23.18097,48.95955,23.21131
1262,48.92385,23.11877,48.87748,23.15439
1263,48.90422,23.19471,48.96975,23.18707
1264,48.97677,23.18744,49.03901,23.1274
1265,48.99945,23.17282,48.94941,23.22565
1266,48.93505,23.24435,48.93783,23.13821
1267,48.95526,23.1004,48.99002,23.18683
1268,48.93996,23.14685,48.94455,23.14627
1269,48.96654,23.23835,48.84779,23.22702
1270,48.94621,23.20392,48.9356,23.1446
1271,49.43961,22.97412,49.51468,22.94209
1272,49.38136,22.87258,49.49275,22.86443
1273,49.49875,22.94093,49.46226,22.88151
1274,49.46108,22.89444,49.38427,22.89016
1275,49.44513,22.87458,49.4179,22.8509
1276,49.42621,22.81469,49.59203,22.91044
1277,49.41751,22.86827,49.46219,22.93349
1278,49.54946,22.85765,49.43503,23.01746
1279,49.43044,22.88704,49.41128,22.89901
1280,49.46769,22.82987,49.35994,22.9241
